dataset,task,system,profile,n,slots,mean,max_leave_one_out,below_060,loo_below_060,full_credit_vectors,contract_flagged,statuses,passes,pass_at_1,pass_at_8,pass_metric_note,mean_percent
P15_V3,P15-B-HEALTH-REPORT-001,codex_gpt56sol,focus_50,8,8,0.9029545454545455,0.943948051948052,False,False,2,False,{'SCORED': 8},7,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,90.29545454545455
P15_V3,P15-B-HEALTH-REPORT-001,codex_gpt56sol,focus_60,8,8,0.9162121212121213,0.9476709956709957,False,False,2,False,{'SCORED': 8},7,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,91.62121212121212
P15_V3,P15-B-HEALTH-REPORT-001,codex_gpt56sol,focus_70,8,8,0.929469696969697,0.9513939393939393,False,False,2,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,92.94696969696969
P15_V3,P15-B-HEALTH-REPORT-001,qwen38max,original,8,8,0.8148148148148148,0.8888888888888888,False,False,1,False,{'SCORED': 8},7,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,81.48148148148148
P15_V3,P15-B-HEALTH-REPORT-001,qwen38max,focus_50,8,8,0.8063636363636364,0.8867012987012987,False,False,1,False,{'SCORED': 8},7,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,80.63636363636364
P15_V3,P15-B-HEALTH-REPORT-001,qwen38max,focus_60,8,8,0.8003030303030303,0.8864415584415585,False,False,1,False,{'SCORED': 8},7,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,80.03030303030303
P15_V3,P15-B-HEALTH-REPORT-001,qwen38max,focus_70,8,8,0.7942424242424242,0.8861818181818182,False,False,1,False,{'SCORED': 8},7,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,79.42424242424242
P15_V3,P15-B-SALES-DISCOVERY-001,claude_opus5,original,8,8,0.865,0.8914285714285715,False,False,4,False,{'SCORED': 8},5,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,86.5
P15_V3,P15-B-SALES-DISCOVERY-001,claude_opus5,focus_50,8,8,0.8527272727272728,0.8815584415584415,False,False,4,False,{'SCORED': 8},5,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,85.27272727272728
P15_V3,P15-B-SALES-DISCOVERY-001,claude_opus5,focus_60,8,8,0.8834090909090909,0.9062337662337663,False,False,4,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,88.3409090909091
P15_V3,P15-B-SALES-DISCOVERY-001,claude_opus5,focus_70,8,8,0.9140909090909091,0.9309090909090909,False,False,4,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,91.4090909090909
P15_V3,P15-B-SALES-DISCOVERY-001,codex_gpt56sol,original,8,8,1.0,1.0,False,False,8,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-B-SALES-DISCOVERY-001,codex_gpt56sol,focus_50,8,8,1.0,1.0,False,False,8,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-B-SALES-DISCOVERY-001,codex_gpt56sol,focus_60,8,8,1.0,1.0,False,False,8,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-B-SALES-DISCOVERY-001,codex_gpt56sol,focus_70,8,8,1.0,1.0,False,False,8,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-B-SALES-DISCOVERY-001,qwen38max,original,8,8,1.0,1.0,False,False,8,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-B-SALES-DISCOVERY-001,qwen38max,focus_50,8,8,1.0,1.0,False,False,8,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-B-SALES-DISCOVERY-001,qwen38max,focus_60,8,8,1.0,1.0,False,False,8,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-B-SALES-DISCOVERY-001,qwen38max,focus_70,8,8,1.0,1.0,False,False,8,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-B-PUBLIC-PIVOT-001,claude_opus5,original,5,8,1.0,1.0,False,False,5,False,"{'NATIVE_RECALC_REQUIRED': 3, 'SCORED': 5}",5,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-B-PUBLIC-PIVOT-001,claude_opus5,focus_50,5,8,1.0,1.0,False,False,5,False,"{'NATIVE_RECALC_REQUIRED': 3, 'SCORED': 5}",5,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-B-PUBLIC-PIVOT-001,claude_opus5,focus_60,5,8,1.0,1.0,False,False,5,False,"{'NATIVE_RECALC_REQUIRED': 3, 'SCORED': 5}",5,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-B-PUBLIC-PIVOT-001,claude_opus5,focus_70,5,8,1.0,1.0,False,False,5,False,"{'NATIVE_RECALC_REQUIRED': 3, 'SCORED': 5}",5,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-B-PUBLIC-PIVOT-001,codex_gpt56sol,original,7,8,1.0,1.0,False,False,7,False,"{'NATIVE_RECALC_REQUIRED': 1, 'SCORED': 7}",7,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-B-PUBLIC-PIVOT-001,codex_gpt56sol,focus_50,7,8,1.0,1.0,False,False,7,False,"{'NATIVE_RECALC_REQUIRED': 1, 'SCORED': 7}",7,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-B-PUBLIC-PIVOT-001,codex_gpt56sol,focus_60,7,8,1.0,1.0,False,False,7,False,"{'NATIVE_RECALC_REQUIRED': 1, 'SCORED': 7}",7,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-B-PUBLIC-PIVOT-001,codex_gpt56sol,focus_70,7,8,1.0,1.0,False,False,7,False,"{'NATIVE_RECALC_REQUIRED': 1, 'SCORED': 7}",7,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-B-PUBLIC-PIVOT-001,qwen38max,original,8,8,1.0,1.0,False,False,8,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-B-PUBLIC-PIVOT-001,qwen38max,focus_50,8,8,1.0,1.0,False,False,8,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-B-PUBLIC-PIVOT-001,qwen38max,focus_60,8,8,1.0,1.0,False,False,8,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-B-PUBLIC-PIVOT-001,qwen38max,focus_70,8,8,1.0,1.0,False,False,8,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-A-POLICY-EIA-001,claude_opus5,original,8,8,0.385,0.44,True,True,0,True,{'SCORED_LEGACY_CONTRACT_FLAGGED': 8},0,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,38.5
P15_V3,P15-A-POLICY-EIA-001,claude_opus5,focus_50,8,8,0.37683566433566434,0.43066933066933066,True,True,0,True,{'SCORED_LEGACY_CONTRACT_FLAGGED': 8},0,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,37.68356643356643
P15_V3,P15-A-POLICY-EIA-001,claude_opus5,focus_60,8,8,0.36835664335664337,0.42097902097902096,True,True,0,True,{'SCORED_LEGACY_CONTRACT_FLAGGED': 8},0,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,36.83566433566433
P15_V3,P15-A-POLICY-EIA-001,claude_opus5,focus_70,8,8,0.3598776223776224,0.4112887112887113,True,True,0,True,{'SCORED_LEGACY_CONTRACT_FLAGGED': 8},0,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,35.98776223776224
P15_V3,P15-A-POLICY-EIA-001,codex_gpt56sol,original,8,8,0.865,0.9371428571428572,False,False,6,True,{'SCORED_LEGACY_CONTRACT_FLAGGED': 8},6,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,86.5
P15_V3,P15-A-POLICY-EIA-001,codex_gpt56sol,focus_50,8,8,0.8611713286713286,0.9356843156843156,False,False,6,True,{'SCORED_LEGACY_CONTRACT_FLAGGED': 8},6,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,86.11713286713287
P15_V3,P15-A-POLICY-EIA-001,codex_gpt56sol,focus_60,8,8,0.8567132867132867,0.933986013986014,False,False,6,True,{'SCORED_LEGACY_CONTRACT_FLAGGED': 8},6,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,85.67132867132867
P15_V3,P15-A-POLICY-EIA-001,codex_gpt56sol,focus_70,8,8,0.8522552447552447,0.9322877122877122,False,False,6,True,{'SCORED_LEGACY_CONTRACT_FLAGGED': 8},6,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,85.22552447552447
P15_V3,P15-A-POLICY-EIA-001,qwen38max,original,8,8,0.67,0.6857142857142857,False,False,2,True,{'SCORED_LEGACY_CONTRACT_FLAGGED': 8},2,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,67.0
P15_V3,P15-A-POLICY-EIA-001,qwen38max,focus_50,8,8,0.6623426573426573,0.6784215784215785,False,False,2,True,{'SCORED_LEGACY_CONTRACT_FLAGGED': 8},2,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,66.23426573426573
P15_V3,P15-A-POLICY-EIA-001,qwen38max,focus_60,8,8,0.6534265734265734,0.66993006993007,False,False,2,True,{'SCORED_LEGACY_CONTRACT_FLAGGED': 8},2,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,65.34265734265733
P15_V3,P15-A-POLICY-EIA-001,qwen38max,focus_70,8,8,0.6445104895104895,0.6614385614385614,False,False,2,True,{'SCORED_LEGACY_CONTRACT_FLAGGED': 8},2,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,64.45104895104895
P15_V3,P15-C-RECEIPTS-001,claude_opus5,original,8,8,0.42916666666666664,0.48095238095238096,True,True,3,False,{'SCORED': 8},3,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,42.916666666666664
P15_V3,P15-C-RECEIPTS-001,claude_opus5,focus_50,8,8,0.40134615384615385,0.45582417582417584,True,True,3,False,{'SCORED': 8},3,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,40.13461538461539
P15_V3,P15-C-RECEIPTS-001,claude_opus5,focus_60,8,8,0.3984615384615385,0.45252747252747255,True,True,3,False,{'SCORED': 8},3,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,39.84615384615385
P15_V3,P15-C-RECEIPTS-001,claude_opus5,focus_70,8,8,0.3955769230769231,0.4492307692307692,True,True,3,False,{'SCORED': 8},3,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,39.557692307692314
P15_V3,P15-C-RECEIPTS-001,codex_gpt56sol,original,8,8,0.9708333333333333,1.0,False,False,7,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,97.08333333333333
P15_V3,P15-C-RECEIPTS-001,codex_gpt56sol,focus_50,8,8,0.9676923076923077,1.0,False,False,7,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,96.76923076923077
P15_V3,P15-C-RECEIPTS-001,codex_gpt56sol,focus_60,8,8,0.974423076923077,1.0,False,False,7,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,97.4423076923077
P15_V3,P15-C-RECEIPTS-001,codex_gpt56sol,focus_70,8,8,0.9811538461538462,1.0,False,False,7,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,98.11538461538461
P15_V3,P15-C-RECEIPTS-001,qwen38max,original,8,8,1.0,1.0,False,False,8,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-C-RECEIPTS-001,qwen38max,focus_50,8,8,1.0,1.0,False,False,8,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-C-RECEIPTS-001,qwen38max,focus_60,8,8,1.0,1.0,False,False,8,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-C-RECEIPTS-001,qwen38max,focus_70,8,8,1.0,1.0,False,False,8,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-C-STATEMENT-001,claude_opus5,original,8,8,0.6916666666666667,0.780952380952381,False,False,3,False,{'SCORED': 8},6,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,69.16666666666667
P15_V3,P15-C-STATEMENT-001,claude_opus5,focus_50,8,8,0.6759615384615385,0.7696703296703297,False,False,3,False,{'SCORED': 8},6,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,67.59615384615385
P15_V3,P15-C-STATEMENT-001,claude_opus5,focus_60,8,8,0.6771153846153846,0.770989010989011,False,False,3,False,{'SCORED': 8},6,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,67.71153846153845
P15_V3,P15-C-STATEMENT-001,claude_opus5,focus_70,8,8,0.6782692307692307,0.7723076923076924,False,False,3,False,{'SCORED': 8},6,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,67.82692307692308
P15_V3,P15-C-STATEMENT-001,codex_gpt56sol,original,8,8,0.975,0.9857142857142858,False,False,6,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,97.5
P15_V3,P15-C-STATEMENT-001,codex_gpt56sol,focus_50,8,8,0.9723076923076923,0.9841758241758242,False,False,6,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,97.23076923076923
P15_V3,P15-C-STATEMENT-001,codex_gpt56sol,focus_60,8,8,0.9780769230769231,0.9874725274725275,False,False,6,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,97.8076923076923
P15_V3,P15-C-STATEMENT-001,codex_gpt56sol,focus_70,8,8,0.9838461538461538,0.9907692307692307,False,False,6,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,98.38461538461539
P15_V3,P15-C-STATEMENT-001,qwen38max,original,8,8,0.9625,0.9714285714285714,False,False,5,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,96.25
P15_V3,P15-C-STATEMENT-001,qwen38max,focus_50,8,8,0.9584615384615385,0.9683516483516483,False,False,5,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,95.84615384615385
P15_V3,P15-C-STATEMENT-001,qwen38max,focus_60,8,8,0.9671153846153846,0.9749450549450549,False,False,5,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,96.71153846153845
P15_V3,P15-C-STATEMENT-001,qwen38max,focus_70,8,8,0.9757692307692307,0.9815384615384616,False,False,5,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,97.57692307692307
P15_V3,P15-A-STAT-EXPERIMENT-001,claude_opus5,original,6,8,0.6376811594202898,0.7652173913043478,False,False,2,False,"{'SCORED': 6, 'JUDGE_ERROR': 2}",2,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,63.76811594202898
P15_V3,P15-A-STAT-EXPERIMENT-001,claude_opus5,focus_50,6,8,0.6316666666666667,0.758,False,False,2,False,"{'SCORED': 6, 'JUDGE_ERROR': 2}",2,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,63.16666666666667
P15_V3,P15-A-STAT-EXPERIMENT-001,claude_opus5,focus_60,6,8,0.6294444444444445,0.7553333333333333,False,False,2,False,"{'SCORED': 6, 'JUDGE_ERROR': 2}",3,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,62.94444444444445
P15_V3,P15-A-STAT-EXPERIMENT-001,claude_opus5,focus_70,6,8,0.6272222222222222,0.7526666666666667,False,False,2,False,"{'SCORED': 6, 'JUDGE_ERROR': 2}",3,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,62.72222222222222
P15_V3,P15-A-STAT-EXPERIMENT-001,codex_gpt56sol,original,8,8,0.9347826086956522,0.9627329192546584,False,False,4,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,93.47826086956522
P15_V3,P15-A-STAT-EXPERIMENT-001,codex_gpt56sol,focus_50,8,8,0.9275,0.96,False,False,4,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,92.75
P15_V3,P15-A-STAT-EXPERIMENT-001,codex_gpt56sol,focus_60,8,8,0.9170833333333334,0.9566666666666667,False,False,4,False,{'SCORED': 8},7,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,91.70833333333334
P15_V3,P15-A-STAT-EXPERIMENT-001,codex_gpt56sol,focus_70,8,8,0.9066666666666666,0.9533333333333334,False,False,4,False,{'SCORED': 8},7,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,90.66666666666666
P15_V3,P15-A-STAT-EXPERIMENT-001,qwen38max,original,8,8,0.9891304347826086,1.0,False,False,7,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,98.91304347826086
P15_V3,P15-A-STAT-EXPERIMENT-001,qwen38max,focus_50,8,8,0.9875,1.0,False,False,7,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,98.75
P15_V3,P15-A-STAT-EXPERIMENT-001,qwen38max,focus_60,8,8,0.985,1.0,False,False,7,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,98.5
P15_V3,P15-A-STAT-EXPERIMENT-001,qwen38max,focus_70,8,8,0.9825,1.0,False,False,7,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,98.25
P15_V3,P15-C-QUOTE-001,claude_opus5,original,7,8,0.28078817733990147,0.3160919540229885,True,True,0,False,"{'SCORED': 7, 'JUDGE_ERROR': 1}",1,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,28.078817733990146
P15_V3,P15-C-QUOTE-001,claude_opus5,focus_50,7,8,0.2425431711145997,0.2796336996336996,True,True,0,False,"{'SCORED': 7, 'JUDGE_ERROR': 1}",1,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,24.25431711145997
P15_V3,P15-C-QUOTE-001,claude_opus5,focus_60,7,8,0.24105180533751963,0.2778937728937729,True,True,0,False,"{'SCORED': 7, 'JUDGE_ERROR': 1}",1,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,24.105180533751962
P15_V3,P15-C-QUOTE-001,claude_opus5,focus_70,7,8,0.23956043956043957,0.27615384615384614,True,True,0,False,"{'SCORED': 7, 'JUDGE_ERROR': 1}",1,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,23.956043956043956
P15_V3,P15-C-QUOTE-001,codex_gpt56sol,original,8,8,1.0,1.0,False,False,8,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-C-QUOTE-001,codex_gpt56sol,focus_50,8,8,1.0,1.0,False,False,8,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-C-QUOTE-001,codex_gpt56sol,focus_60,8,8,1.0,1.0,False,False,8,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-C-QUOTE-001,codex_gpt56sol,focus_70,8,8,1.0,1.0,False,False,8,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-C-QUOTE-001,qwen38max,original,8,8,0.9568965517241379,1.0,False,False,7,False,{'SCORED': 8},7,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,95.6896551724138
P15_V3,P15-C-QUOTE-001,qwen38max,focus_50,8,8,0.954010989010989,1.0,False,False,7,False,{'SCORED': 8},7,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,95.4010989010989
P15_V3,P15-C-QUOTE-001,qwen38max,focus_60,8,8,0.9518131868131868,1.0,False,False,7,False,{'SCORED': 8},7,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,95.18131868131869
P15_V3,P15-C-QUOTE-001,qwen38max,focus_70,8,8,0.9496153846153846,1.0,False,False,7,False,{'SCORED': 8},7,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,94.96153846153847
P15_V3,P15-A-FIN-DEBUG-001,claude_opus5,original,8,8,1.0,1.0,False,False,8,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-A-FIN-DEBUG-001,claude_opus5,focus_50,8,8,1.0,1.0,False,False,8,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-A-FIN-DEBUG-001,claude_opus5,focus_60,8,8,1.0,1.0,False,False,8,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
P15_V3,P15-A-FIN-DEBUG-001,claude_opus5,focus_70,8,8,1.0,1.0,False,False,8,False,{'SCORED': 8},8,,,Snapshot does not establish homogeneous Judge/configuration identities; no formal pass@k claimed.,100.0
