dataset,task_id,system,slot,trial_name,status,contract_issue,original,focus_50,focus_60,focus_70,pass_60
P15_V3,P15-C-PO-ADDENDUM-001,claude_opus5,3,P15-C-PO-ADDENDUM-001__ejtM9L8,SCORED,,86.66666666666667,86.66666666666667,84.0,81.33333333333333,True
P15_V3,P15-C-QUOTE-001,qwen38max,3,P15-C-QUOTE-001__8CeBX8n,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-STATEMENT-001,claude_opus5,3,P15-C-STATEMENT-001__wambr62,SCORED,,16.666666666666664,13.076923076923078,10.76923076923077,8.461538461538462,False
P15_V3,P15-A-ENG-SIZING-001,codex_gpt56sol,2,P15-A-ENG-SIZING-001__4v2pTkg,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-RECEIPTS-001,codex_gpt56sol,1,P15-C-RECEIPTS-001__zZpPMMn,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-INVOICE-001,qwen38max,2,P15-C-INVOICE-001__5kNZfyS,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-OPS-CLEAN-JOIN-001,claude_opus5,4,P15-B-OPS-CLEAN-JOIN-001__p5iSNHG,SCORED,,73.07692307692307,71.53246753246754,70.03896103896103,68.54545454545455,True
P15_V3,P15-A-ENG-SIZING-001,claude_opus5,3,P15-A-ENG-SIZING-001__LKTynXF,SCORED,,45.83333333333333,42.66666666666667,41.0,39.33333333333333,False
P15_V3,P15-B-FIN-RECON-001,codex_gpt56sol,2,P15-B-FIN-RECON-001__ARe5ep9,SCORED,,61.53846153846154,63.07692307692307,59.35897435897436,55.64102564102564,False
P15_V3,P15-C-RECEIPTS-001,claude_opus5,3,P15-C-RECEIPTS-001__6oZ6MzH,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-FIN-DCF-001,claude_opus5,4,P15-A-FIN-DCF-001__LxpVf7z,SCORED,,3.7037037037037033,2.0,2.0,2.0,False
P15_V3,P15-A-POLICY-EIA-001,codex_gpt56sol,2,P15-A-POLICY-EIA-001__2VZzoSo,SCORED_LEGACY_CONTRACT_FLAGGED,Historical source units/baseline inconsistent. Legacy-contract diagnostic score retained; not mixed with corrected-contract acceptance.,56.00000000000001,54.97902097902097,53.790209790209786,52.6013986013986,False
P15_V3,P15-A-STAT-EXPERIMENT-001,claude_opus5,3,P15-A-STAT-EXPERIMENT-001__vcMAnD9,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-SALES-DISCOVERY-001,qwen38max,2,P15-B-SALES-DISCOVERY-001__PFjoLEa,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-STATEMENT-001,claude_opus5,4,P15-C-STATEMENT-001__8iCtmij,SCORED,,76.66666666666667,75.23076923076924,76.3076923076923,77.38461538461539,True
P15_V3,P15-A-POLICY-EIA-001,claude_opus5,4,P15-A-POLICY-EIA-001__5kQePNu,SCORED_LEGACY_CONTRACT_FLAGGED,Historical source units/baseline inconsistent. Legacy-contract diagnostic score retained; not mixed with corrected-contract acceptance.,48.0,47.59440559440559,47.94405594405595,48.29370629370629,False
P15_V3,P15-C-RECEIPTS-001,qwen38max,4,P15-C-RECEIPTS-001__9to9vTq,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-QUOTE-001,qwen38max,4,P15-C-QUOTE-001__BoYWnfA,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-FIN-RECON-001,claude_opus5,5,P15-B-FIN-RECON-001__ExBKx5U,SCORED,,23.076923076923077,23.53846153846154,23.346153846153847,23.153846153846153,False
P15_V3,P15-B-HEALTH-REPORT-001,codex_gpt56sol,1,P15-B-HEALTH-REPORT-001__Hudaotw,SCORED,,55.55555555555556,61.6,69.6,77.60000000000001,False
P15_V3,P15-A-FIN-DEBUG-001,claude_opus5,4,P15-A-FIN-DEBUG-001__E5fcYzP,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-PO-ADDENDUM-001,qwen38max,3,P15-C-PO-ADDENDUM-001__PAHmgn9,SCORED,,63.33333333333333,61.17948717948718,62.46153846153846,63.743589743589745,False
P15_V3,P15-B-PUBLIC-PIVOT-001,codex_gpt56sol,2,P15-B-PUBLIC-PIVOT-001__iQ9Psen,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-OPS-CLEAN-JOIN-001,claude_opus5,5,P15-B-OPS-CLEAN-JOIN-001__y4FTvcY,SCORED,,53.84615384615385,51.03896103896104,48.24675324675325,45.45454545454545,False
P15_V3,P15-B-HEALTH-REPORT-001,claude_opus5,3,P15-B-HEALTH-REPORT-001__q7nUjTu,SCORED,,37.03703703703704,30.8,24.8,18.8,False
P15_V3,P15-A-FIN-DCF-001,claude_opus5,5,P15-A-FIN-DCF-001__hKw7tm9,SCORED,,3.7037037037037033,2.0,2.0,2.0,False
P15_V3,P15-C-INVOICE-001,claude_opus5,3,P15-C-INVOICE-001__XEDG2nh,SCORED,,75.86206896551724,74.63736263736264,74.08791208791209,73.53846153846155,True
P15_V3,P15-B-OPS-CLEAN-JOIN-001,qwen38max,3,P15-B-OPS-CLEAN-JOIN-001__s8SRDV8,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-PO-ADDENDUM-001,codex_gpt56sol,3,P15-C-PO-ADDENDUM-001__NGNRgBn,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-FIN-DEBUG-001,codex_gpt56sol,3,P15-A-FIN-DEBUG-001__Bcg6GPu,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-RECEIPTS-001,qwen38max,5,P15-C-RECEIPTS-001__Grr3eVS,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-QUOTE-001,qwen38max,5,P15-C-QUOTE-001__65CPiz3,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-STATEMENT-001,codex_gpt56sol,3,P15-C-STATEMENT-001__xUTbRBF,SCORED,,90.0,88.92307692307693,91.23076923076923,93.53846153846153,True
P15_V3,P15-B-SALES-DISCOVERY-001,claude_opus5,4,P15-B-SALES-DISCOVERY-001__76v2XLQ,SCORED,,88.0,86.9090909090909,89.63636363636364,92.36363636363636,True
P15_V3,P15-A-ENG-SIZING-001,claude_opus5,4,P15-A-ENG-SIZING-001__JE8SeAS,JUDGE_ERROR,,,,,,
P15_V3,P15-A-STAT-EXPERIMENT-001,codex_gpt56sol,3,P15-A-STAT-EXPERIMENT-001__tyxDczH,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-FIN-RECON-001,claude_opus5,6,P15-B-FIN-RECON-001__muJ7B7s,SCORED,,0.0,0.0,0.0,0.0,False
P15_V3,P15-A-FIN-DCF-001,codex_gpt56sol,1,P15-A-FIN-DCF-001__rUsR9XK,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-RECEIPTS-001,codex_gpt56sol,2,P15-C-RECEIPTS-001__uPQkdPf,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-PUBLIC-PIVOT-001,claude_opus5,4,P15-B-PUBLIC-PIVOT-001__hRjidzy,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-PO-ADDENDUM-001,claude_opus5,4,P15-C-PO-ADDENDUM-001__hzmVbKo,SCORED,,90.0,90.0,88.0,86.0,True
P15_V3,P15-B-HEALTH-REPORT-001,codex_gpt56sol,2,P15-B-HEALTH-REPORT-001__vMjZFSn,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-PUBLIC-PIVOT-001,qwen38max,1,P15-B-PUBLIC-PIVOT-001__cxo5Xar,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-STATEMENT-001,claude_opus5,5,P15-C-STATEMENT-001__TqKDKrk,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-SALES-DISCOVERY-001,codex_gpt56sol,1,P15-B-SALES-DISCOVERY-001__o4Le5Xz,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-INVOICE-001,claude_opus5,4,P15-C-INVOICE-001__8eg6ruZ,SCORED,,65.51724137931035,64.28571428571429,57.14285714285714,50.0,False
P15_V3,P15-B-HEALTH-REPORT-001,qwen38max,2,P15-B-HEALTH-REPORT-001__KpVoNsE,SCORED,,92.5925925925926,93.60000000000001,94.93333333333334,96.26666666666667,True
P15_V3,P15-B-HEALTH-REPORT-001,claude_opus5,4,P15-B-HEALTH-REPORT-001__FuAWB98,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-QUOTE-001,codex_gpt56sol,2,P15-C-QUOTE-001__8SXcV38,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-FIN-DEBUG-001,qwen38max,2,P15-A-FIN-DEBUG-001__WHzgFTw,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-ENG-SIZING-001,codex_gpt56sol,3,P15-A-ENG-SIZING-001__uyK5fH4,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-FIN-RECON-001,qwen38max,2,P15-B-FIN-RECON-001__ZPzABJc,SCORED,,61.53846153846154,63.07692307692307,59.35897435897436,55.64102564102564,False
P15_V3,P15-A-FIN-DCF-001,qwen38max,2,P15-A-FIN-DCF-001__2qmqAJN,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-POLICY-EIA-001,qwen38max,2,P15-A-POLICY-EIA-001__kGJHJUL,SCORED_LEGACY_CONTRACT_FLAGGED,Historical source units/baseline inconsistent. Legacy-contract diagnostic score retained; not mixed with corrected-contract acceptance.,56.00000000000001,54.97902097902097,53.790209790209786,52.6013986013986,False
P15_V3,P15-C-STATEMENT-001,qwen38max,2,P15-C-STATEMENT-001__d7xWwkU,SCORED,,90.0,88.92307692307693,91.23076923076923,93.53846153846153,True
P15_V3,P15-A-STAT-EXPERIMENT-001,qwen38max,2,P15-A-STAT-EXPERIMENT-001__FRtjsVX,SCORED,,91.30434782608695,90.0,88.0,86.0,True
P15_V3,P15-C-QUOTE-001,claude_opus5,2,P15-C-QUOTE-001__6WXcvwh,SCORED,,75.86206896551724,76.0,81.0,86.0,True
P15_V3,P15-A-POLICY-EIA-001,codex_gpt56sol,3,P15-A-POLICY-EIA-001__mvPJSFt,SCORED_LEGACY_CONTRACT_FLAGGED,Historical source units/baseline inconsistent. Legacy-contract diagnostic score retained; not mixed with corrected-contract acceptance.,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-ENG-SIZING-001,qwen38max,2,P15-A-ENG-SIZING-001__xUVYkAG,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-A-FIN-DEBUG-001,claude_opus5,5,P15-A-FIN-DEBUG-001__jaCyeMU,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-INVOICE-001,codex_gpt56sol,2,P15-C-INVOICE-001__NGwdYcT,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-HEALTH-REPORT-001,qwen38max,3,P15-B-HEALTH-REPORT-001__DQbFV3V,SCORED,,92.5925925925926,93.60000000000001,94.93333333333334,96.26666666666667,True
P15_V3,P15-C-RECEIPTS-001,claude_opus5,4,P15-C-RECEIPTS-001__5h7kzpx,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-FIN-RECON-001,codex_gpt56sol,3,P15-B-FIN-RECON-001__vi8oDQJ,SCORED,,61.53846153846154,63.07692307692307,59.35897435897436,55.64102564102564,False
P15_V3,P15-A-STAT-EXPERIMENT-001,claude_opus5,4,P15-A-STAT-EXPERIMENT-001__Z8ZHWpz,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-INVOICE-001,qwen38max,3,P15-C-INVOICE-001__VDbDKe7,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-PO-ADDENDUM-001,claude_opus5,5,P15-C-PO-ADDENDUM-001__2FWnxix,SCORED,,86.66666666666667,86.66666666666667,84.0,81.33333333333333,True
P15_V3,P15-A-FIN-DCF-001,codex_gpt56sol,2,P15-A-FIN-DCF-001__e4k8Hqr,SCORED,,88.88888888888889,91.0,92.875,94.75,True
P15_V3,P15-A-FIN-DEBUG-001,qwen38max,3,P15-A-FIN-DEBUG-001__4WonD86,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-STATEMENT-001,claude_opus5,6,P15-C-STATEMENT-001__VKJbFYL,SCORED,,6.666666666666667,2.0,2.0,2.0,False
P15_V3,P15-C-RECEIPTS-001,codex_gpt56sol,3,P15-C-RECEIPTS-001__9Kv4gH7,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-INVOICE-001,claude_opus5,5,P15-C-INVOICE-001__usXvfZj,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-FIN-RECON-001,qwen38max,3,P15-B-FIN-RECON-001__4m5bfEr,SCORED,,61.53846153846154,63.07692307692307,59.35897435897436,55.64102564102564,False
P15_V3,P15-B-HEALTH-REPORT-001,claude_opus5,5,P15-B-HEALTH-REPORT-001__MRf9Xbf,SCORED,,88.88888888888889,86.36363636363636,83.63636363636363,80.9090909090909,True
P15_V3,P15-A-FIN-DCF-001,qwen38max,3,P15-A-FIN-DCF-001__W2KH4Hv,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-OPS-CLEAN-JOIN-001,codex_gpt56sol,1,P15-B-OPS-CLEAN-JOIN-001__gK8tQgf,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-C-QUOTE-001,claude_opus5,3,P15-C-QUOTE-001__aXUzfSS,SCORED,,17.24137931034483,12.285714285714286,10.142857142857142,8.0,False
P15_V3,P15-A-POLICY-EIA-001,qwen38max,3,P15-A-POLICY-EIA-001__FWmJ2wQ,SCORED_LEGACY_CONTRACT_FLAGGED,Historical source units/baseline inconsistent. Legacy-contract diagnostic score retained; not mixed with corrected-contract acceptance.,56.00000000000001,54.97902097902097,53.790209790209786,52.6013986013986,False
P15_V3,P15-A-POLICY-EIA-001,claude_opus5,5,P15-A-POLICY-EIA-001__wbJ82s9,SCORED_LEGACY_CONTRACT_FLAGGED,Historical source units/baseline inconsistent. Legacy-contract diagnostic score retained; not mixed with corrected-contract acceptance.,56.00000000000001,54.97902097902097,53.790209790209786,52.6013986013986,False
P15_V3,P15-B-OPS-CLEAN-JOIN-001,claude_opus5,6,P15-B-OPS-CLEAN-JOIN-001__dmHx7i8,JUDGE_ERROR,,,,,,
P15_V3,P15-C-STATEMENT-001,qwen38max,3,P15-C-STATEMENT-001__aPEf9x7,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-HEALTH-REPORT-001,codex_gpt56sol,3,P15-B-HEALTH-REPORT-001__Q9bGfFU,SCORED,,100.0,100.0,100.0,100.0,True
P15_V3,P15-B-FIN-RECON-001,claude_opus5,7,P15-B-FIN-RECON-001__3BWj8oV,SCORED,,0.0,0.0,0.0,0.0,False
P15_V3,P15-A-STAT-EXPERIMENT-001,qwen38max,3,P15-A-STAT-EXPERIMENT-001__YoanW9j,SCORED,,100.0,100.0,100.0,100.0,True
